Disclaimer
"Usually, it is not a best practice, to ascertain whether or not a file is malicious from a hash value alone. Indeed when Trend Micro analyzes a suspicious file, different factors are being looked at - including the file itself, as well as its behavior."
"Since a file hash is only a fingerprint of sorts to help ascertain the integrity of a particular file, it alone is not enough to ascertain whether or not a file is malicious."
IOCs are mostly to be used to perform sweeping activities targeting devices/network segment that are suspected to be compromised. Those are indeed Indicators of Compromise and not all of those Indicators are malicious. Those might also be used to perform Threat Hunting activities.
"Moreover there exists different hashes that can serve as IOCs and that different from file hashes themselves. Those include imphash, Richhash, Metahash, ... For those ones, it is expected that no assessment can be shared in regards to corresponding file coverage via legacy detection components (pattern files)."
Thank you for your understanding.

[Files]
Original Hash,SHA1,SHA256,MD5,TM Detection (Smart Scan) [ThreatHub] 
961B1A6A707722EBD4632D0CA3EA6B3B7F42143BC8AE946F99D8C1AC1B91C490,24786e5000670ac8b51a7292d3d384f39c466880,961b1a6a707722ebd4632d0ca3ea6b3b7f42143bc8ae946f99d8c1ac1b91c490,1d6bfcbb168aca79a5917468117d0c31,Ransom_Donimo.R014C0DDU23
1C441D7D8ABB43824A77A15C539E46EAFB8F098C5E0EFCC57F8B688A12AF18DD,3f07408a0beb184b30fb6affdf2c57ccc6f99e4d,1c441d7d8abb43824a77a15c539e46eafb8f098c5e0efcc57f8b688a12af18dd,23918b1f2c19defdcadd52121b4fd18b,TROJ_GEN.R014C0DE223
491D4C0A6F9D00196D1CBD8DD0426274AC964A33A146273D3BE3C4465C02908E,e4954f51c545ba7af4e8c670380cfe03b25490e7,491d4c0a6f9d00196d1cbd8dd0426274ac964a33a146273d3be3c4465c02908e,7c69c02daf1e2e20d845199ed5d874c2,TROJ_GEN.R002C0DF123
A818AF0D4996A2120BC81E399B946F86B52FABABC8904C49CD4EC1F298DC0199,657d6e9722ee904578d44e16d2c497f04d3bcb1e,a818af0d4996a2120bc81e399b946f86b52fababc8904c49cd4ec1f298dc0199,17735bdf3f19b51eaa45d6375f943f97,TROJ_FRS.0NA103C321
DF1C5676116B3D17D90F7DECF44136E4C21B9E229E8760BF1746F4A2B48FBD0E,936447d6a1f69f2b4aaba158504c7b5a09ab6385,df1c5676116b3d17d90f7decf44136e4c21b9e229e8760bf1746f4a2b48fbd0e,89aa8804ed7bf8114cf052581aa48ef4,TROJ_GEN.R002C0RIM22
EA5DE5558396F66AF8382AFD98F2A7118A6BCABF8F9612C7E35B121A8D1F230C,7c88207ff1afe8674ba32bc20b597d833d8b594a,ea5de5558396f66af8382afd98f2a7118a6bcabf8f9612c7e35b121a8d1f230c,f51c4b21445a0ece50b1f920648ed726,Backdoor.Win32.COBEACON.SMEYJG
747CB5CBAA00B9850F9064B43DDB6DE298D8058CF54F538AF18366B22ECE7FDE,42198262e8a6df03a9673888b509814cc36d777b,747cb5cbaa00b9850f9064b43ddb6de298d8058cf54f538af18366b22ece7fde,de14cf1e58d288187680f5938e2250df,TROJ_FRS.VSNTGE21
3ECDCD8E1F8D1BB86D01E6B9F77B3A5C967CA30F7915ECB5A906A25600848FE3,b21914a068965cb7e715848dedf9399c038da5c2,3ecdcd8e1f8d1bb86d01e6b9f77b3a5c967ca30f7915ecb5a906a25600848fe3,c2f2fd071b3442a9248fb7f380e379c0,NO_DETECTION
997670338DE96F922DBCEB15C67FD114400562291B05781875BFD83DC4AE63B6,,997670338de96f922dbceb15c67fd114400562291b05781875bfd83dc4ae63b6,,Need sample for analysis
1B95A426CB020F2C496D5DA2BD08C2BD8B3787BC8FB309985AB81F0808BA2A08,8f564864ac8d2b698367da377a32b6ecd2272631,1b95a426cb020f2c496d5da2bd08c2bd8b3787bc8fb309985ab81f0808ba2a08,46e3fa7730794b1e0bd4bd4c2b835f16,NO_DETECTION
E0E08C0A36BC03C3AA62F46373D677C0D9758CE443E02B6E9E71A3227E172853,,e0e08c0a36bc03c3aa62f46373d677c0d9758ce443e02b6e9e71a3227e172853,,Need sample for analysis
0F083AAC77FB734A8E81FB9DFF218F0414AC6C4C9A23B2832837FBC2C7E2031D,c9a705395fab442261c174021caa9348ebff6b19,0f083aac77fb734a8e81fb9dff218f0414ac6c4c9a23b2832837fbc2c7e2031d,7b6e38b44130e1cc0e431dc2eafcb4a5,TROJ_FRS.0NA103A523
18F7589E196E503D7BA61102E4F7C46D26CD89C825173EBF964A73FF7B03D911,307033dbf90d21522ee6b031856b3faee249ced9,18f7589e196e503d7ba61102e4f7c46d26cd89c825173ebf964a73ff7b03d911,21f170fcfb2f3e6a989fe96133dfb281,NO_DETECTION
B417396EFB07943D380182D610DA313607308A74FC0DC77318407A5248CBAB6E,,b417396efb07943d380182d610da313607308a74fc0dc77318407a5248cbab6e,,Need sample for analysis
FF4C287C60EDE1990442115BDDD68201D25A735458F76786A938A0AA881D14EF,,ff4c287c60ede1990442115bddd68201d25a735458f76786a938a0aa881d14ef,,Need sample for analysis
662124B0C998FD0826C192514B1F57F8002F2AB031996AA6DD7832F561679779,354e1f8cd546077d99619bd8445073725ab847ad,662124b0c998fd0826c192514b1f57f8002f2ab031996aa6dd7832f561679779,d405909fd2fd021372444b7b36a3b806,Trojan.PS1.PSLOAD.SMA
D4183510DCC7B2E6D8A863022BFBB369E159F2F4F72A5FE6D5CF0C08BD179233,fdc5636503862b3cdaa93a48332a4b7c782e2bdf,d4183510dcc7b2e6d8a863022bfbb369e159f2f4f72a5fe6d5cf0c08bd179233,54a2365b74df3dedea352090b4484712,NO_DETECTION
2D7F89B3FEAAD36E0F7D7F55084F0354440572D6C255FDA9696B1C116B13968B,,2d7f89b3feaad36e0f7d7f55084f0354440572d6c255fda9696b1c116b13968b,,Need sample for analysis
7622BF51C667164341FA4CB4520E0FB130119E9A0123B16C342692554BF9478D,6dfac9c62f35a527a86904b49fe97a0eb9c912be,7622bf51c667164341fa4cb4520e0fb130119e9a0123b16c342692554bf9478d,23819a193c99f6efe183382ea6388f32,NO_DETECTION
44CAC5BF0BAB56B0840BD1C7B95F9C7F5078FF417705EEAAF5EA5A2167A81DD5,,44cac5bf0bab56b0840bd1c7b95f9c7f5078ff417705eeaaf5ea5a2167a81dd5,,Need sample for analysis
AD12F38308A85C8792F2F7E1E46AFC3D9F1A9017EDC2CBFBB28AE0191477AB3A,49cfcecd50fcfcd3961b9d3f8fa896212b7a9527,ad12f38308a85c8792f2f7e1e46afc3d9f1a9017edc2cbfbb28ae0191477ab3a,7d4307d310ad151359b025fc5a7fca1a,Backdoor.Win32.COBEACON.SMEYJG
79AE0F11B8C158A19A7E7F7D8ED8791E5F314B74CE5D1E3E10C382FF350D3A62,39d01edefd751a59e17319e81362bca911e80fba,79ae0f11b8c158a19a7e7f7d8ed8791e5f314b74ce5d1e3e10c382ff350d3a62,fd59e8336bd43766e7fffb4ced68772d,TROJ_GEN.R002C0XEP23
515B94290111B7BE80E001BFA2335D2F494937C8619CFDAAFB2077D9D6AF06FE,b38934eb408c705b49716ad848b6c1ae72dad490,515b94290111b7be80e001bfa2335d2f494937c8619cfdaafb2077d9d6af06fe,233c987c0cd7a7d20ecd5efa5e9e63d3,TROJ_GEN.R06EC0PBI23
EACC0EFC58BC8883D416DC0EBEAD46B5CA5E2B3B8D3190A5466449F7A5027F0F,86533fff7813bc140c89bd2ed09b8484afe7e4ac,eacc0efc58bc8883d416dc0ebead46b5ca5e2b3b8d3190a5466449f7a5027f0f,742952cf2fcacbfb0b76d5251d16d204,NO_DETECTION
0D6B969C8CCEA7E8AE876BB2A7FDEAE2C90166514671ACC0AC99D68C8F65D520,45e8cebbd795d02e082fca25515bbf181f851a3c,0d6b969c8ccea7e8ae876bb2a7fdeae2c90166514671acc0ac99d68c8f65d520,a73a16e7885bfe47c3e1df8dd0b97fcf,TROJ_GEN.R002C0PBR23
8E0C8970B900796E31F93ADB9A942E665DA40F5BDF1D182C8D3A1DCA98103911,,8e0c8970b900796e31f93adb9a942e665da40f5bdf1d182c8d3a1dca98103911,,Need sample for analysis
3327E5E018C60AA2E2569CB523FD0B17ACA51E323825E313EA685972E88B7D39,0aeab70affcab0f1e96c62c25dd41dc32d41e2ea,3327e5e018c60aa2e2569cb523fd0b17aca51e323825e313ea685972e88b7d39,59bdcc42f60f300bfc1f9af473814ccc,TROJ_GEN.R002C0DDQ23
B14AB379FF43C7382C1AA881B2BE39275C1594954746EF58F6A9A3535E8DC1A8,f13c36d02117c91ec93cb6aff56b53bff5d12a89,b14ab379ff43c7382c1aa881b2be39275c1594954746ef58f6a9a3535e8dc1a8,273743dae912e34afe847ff81432b61b,Backdoor.Win64.DOMINO.YXDDOZ
4D933B6B60A097AD5CE5876A66C569E6F46707B934EBD3C442432711AF195124,d07c90810d6c782554534218803f8e7574c18491,4d933b6b60a097ad5ce5876a66c569e6f46707b934ebd3c442432711af195124,f4eeb5ba3754f2960b37cb8ae0e79990,TROJ_GEN.R06EC0DAB23
5846F4648919BAD0DA9C0A63EC1086D3C2362F50A533DE61F323F8D0198EE9ED,323e033566d06a2b5e2873fbc2f846d2c768f2e9,5846f4648919bad0da9c0a63ec1086d3c2362f50a533de61f323f8d0198ee9ed,b79ad22cfe685fc4c584066b16069214,TROJ_GEN.R014C0DH823
21850BB5D8DF021E850E740C1899353F40AF72F119F2CD71AD234E91C2CCB772,552c13112f4f7c8b662af5600726ca4946a3ab3d,21850bb5d8df021e850e740c1899353f40af72f119f2cd71ad234e91c2ccb772,a0480fb3a1f94824ea5167cd6c01a074,TROJ_GEN.R06EC0DAB23
166B0C5E49C44F87886ECAAD46E60B496B6B7512D1C57DB41D9CF752FADA95C8,5d51fa1f2d2286e53eb03cc503fff3839da45f0d,166b0c5e49c44f87886ecaad46e60b496b6b7512d1c57db41d9cf752fada95c8,b708951d4e217b47d899279d772aaafe,TROJ_GEN.R06EC0PAB23
7B2144F2B5D722A1A8A0C47A43ECAF029B434BFB34A5CFFE651FDA2ADF401131,3b0ec4b6ad3cf558cac6b2c6e7d8024c438cfbc5,7b2144f2b5d722a1a8a0c47a43ecaf029b434bfb34a5cffe651fda2adf401131,98b2fff45a9474d61c1bd71b7a60712b,TROJ_GEN.R03FC0RFH21
2D88767C424D05330839E568B32F9F52962DF56B1D3021F69930167FE623EFD1,c5c1ec58b09ca672d491892469bee92d1e061065,2d88767c424d05330839e568b32f9f52962df56b1d3021f69930167fe623efd1,076c351bf56d5633f81e03ff258cee92,TROJ_FRS.0NA103CL22
F63C3C0347E1B4F9B13B02FD86CD7BE749AB29FC313666E2047354336BD42FBF,4625c52e734a51efd431b5ac78c3912eca4cd996,f63c3c0347e1b4f9b13b02fd86cd7be749ab29fc313666e2047354336bd42fbf,d71f644e8b71ac64d0cf7117d5fb5326,TROJ_FRS.0NA104A523
0241E528277ED955CF8B4991D261D6E4DBA1F509,0241e528277ed955cf8b4991d261d6e4dba1f509,,,Need sample for analysis
E4C465237018EDC2081D71945B3D05D456714DCF,e4c465237018edc2081d71945b3d05d456714dcf,,,Need sample for analysis
2493C6A0EE1348C386ECCE37CE862D40AB266AD7,2493c6a0ee1348c386ecce37ce862d40ab266ad7,,,Need sample for analysis
27D3B229DF582DE865EA02D82070D8EC8C09468A,27d3b229df582de865ea02d82070d8ec8c09468a,,,Need sample for analysis
1C39885B5D82856CDC21ECD263BC7A7CA446AFF9,1c39885b5d82856cdc21ecd263bc7a7ca446aff9,,,Need sample for analysis
67043E1B5FE96017C91CDC6064859BE6F5E98DEA,67043e1b5fe96017c91cdc6064859be6f5e98dea,,,Need sample for analysis
89CEFCFE2E07B919E0FEF8D27FF10E82DA9FD803,89cefcfe2e07b919e0fef8d27ff10e82da9fd803,,,Need sample for analysis
338105C31AE86BF704F224E228BD60228F6C10B5,338105c31ae86bf704f224e228bd60228f6c10b5,,,Need sample for analysis
CCA15B94543F03B42031B77650014E0DA66F91B6,cca15b94543f03b42031b77650014e0da66f91b6,,,Need sample for analysis
59DBA24DD4E1747FD5A844757CBE8172D68D2092,59dba24dd4e1747fd5a844757cbe8172d68d2092,,,Need sample for analysis
45ECF8805731B9C8ACB57F0B0B2BFC027465112F,45ecf8805731b9c8acb57f0b0b2bfc027465112f,,,Need sample for analysis
436E4AB69B12611030FA3DEF4BDD20EEB13FEECB,436e4ab69b12611030fa3def4bdd20eeb13feecb,,,Need sample for analysis
2F7A742FE9A301639F47BB1F4EA0A67DF43411C9,2f7a742fe9a301639f47bb1f4ea0a67df43411c9,,,Need sample for analysis
E942C4F4E836E2B92DFAFB4CA1D4AF456DFF760B,e942c4f4e836e2b92dfafb4ca1d4af456dff760b,,,Need sample for analysis
B725DBFA2AFDB74141C09EACAAD341E5A727BBE7,b725dbfa2afdb74141c09eacaad341e5a727bbe7,,,Need sample for analysis
7070D5970F1D13C38CD306C80159E69C28EF2917,7070d5970f1d13c38cd306c80159e69c28ef2917,,,Need sample for analysis
22C6A8CBD27E92788A60F6A0639AD222992EA4B7,22c6a8cbd27e92788a60f6a0639ad222992ea4b7,,,Need sample for analysis
5ACE393D64E9793C900047B0F9946C1396470946,5ace393d64e9793c900047b0f9946c1396470946,,,Need sample for analysis
DB1FCCBE1B99EE81ABD0EFDEAF8DFD53D8CC728E,db1fccbe1b99ee81abd0efdeaf8dfd53d8cc728e,,,Need sample for analysis
CAE2C3563F0AF1427F3315E9DB4BDEDF97D905E1,cae2c3563f0af1427f3315e9db4bdedf97d905e1,,,Need sample for analysis
26564AB151F4A682BE4B0A7A224CAF9F12B4CC3C,26564ab151f4a682be4b0a7a224caf9f12b4cc3c,,,Need sample for analysis
C90E77F22B509DD26442571C2A46F03551BF3AE0,c90e77f22b509dd26442571c2a46f03551bf3ae0,,,Need sample for analysis
866F1C5E47A013C452B13509A3A7F2947E8B10B8,866f1c5e47a013c452b13509a3a7f2947e8b10b8,,,Need sample for analysis
58B0516D28BD7218B1908FB266B8FE7582E22A5F,58b0516d28bd7218b1908fb266b8fe7582e22a5f,5e40d106977017b1ed235419b1e59ff090e1f43ac57da1bb5d80d66ae53b1df8,451c23709ecd5a8461ad060f6346930c,Trojan.MacOS.NUKESPED.YXBB-A
DECB43141699E43A1D27DC2DB063E0020F9F33AA,decb43141699e43a1d27dc2db063e0020f9f33aa,572a124f5665be68eaa472590f3ba75bf34b0ea2942b5fcbfd3e74654202dd09,149a696472d4a189f5896336ab16cc34,Trojan.Win64.NUKESPED.YEBB-A
358F4C8575C82F45340886F282D41CA0560CFA6E,358f4c8575c82f45340886f282d41ca0560cfa6e,527792dfab79f026eaa6930d2109c93e816ed31826dba0338a9223db71aced18,7a73178c682d1a61b2f1c61ae558b608,Trojan.MacOS.NUKESPED.YEBB-A
1D1F9F3EE8329C3F3033222A46C7A311F259A359,1d1f9f3ee8329c3f3033222a46c7a311f259a359,3e5442440aea07229a1bf6ca2fdf78c5e2e5eaac312a325ccb49d45da14f97f4,88de31ad947927004ab56ab1e855fd64,Trojan.MSIL.NUKESPED.YEBB-A
80923C208C2C821ED99E1ED8F50BD549598A210C,80923c208c2c821ed99e1ed8f50bd549598a210c,326d7836d580c08cf4b5e587434f6e5011ebf2284bbf3e7c083a8f41dac36ddd,0d195513534855e613bd7a29243565ab,Backdoor.MacOS.APPLEJEUS.YXBB-A
DBDDCCBA18422EEA5D7BB1BDFE66CEEE90446A45,dbddccba18422eea5d7bb1bdfe66ceee90446a45,fc1aafd2ed190fa523e60c3d22b6f7ca049d97fc41c9a2fe987576d6b5e81d6d,60c2efdafbffc5bd6709c8e461f7b77d,Trojan.Win64.NUKESPED.YEBB-A
438243575764A5E856951126674F72F20B2A0D6F,438243575764a5e856951126674f72f20b2a0d6f,a0c461c94ba9f1573c7253666d218b3343d24bfa5d8ef270ee9bc74b7856e492,4a43bafb4af0a038a7f430417bcc1b6e,NO_DETECTION
D4B96E9D966B0F1E9FF1EF61A8D09C9020254652,d4b96e9d966b0f1e9ff1ef61a8d09c9020254652,91eaf215be336eae983d069de16630cc3580e222c427f785e0da312d0692d0fd,17ab2927a235a0b98480945285767bcf,NO_DETECTION
C0670E18E1E3FBDE58A25CBB94BA11558C02E7D3,c0670e18e1e3fbde58a25cbb94ba11558c02e7d3,0bc7517aa2f0c1820ced399bfd66b993f10ad77e8d72727b0f3dc1ca35cad7ba,f00bde07d9f8b7af1da425c23cc47e47,Trojan.MacOS.NUKESPED.YEBB-A
B040433FB50D679B2E287D7FCC1667A415FB60B0,b040433fb50d679b2e287d7fcc1667a415fb60b0,e3623c2440b692f6b557a862719dc95f41d2e9ad7b560e837d3b59bfe4b8b774,24b3614d5c5e53e40b42b4e057001770,Trojan.Win32.NUKESPED.YXBB-A
349FB7C922FBA6DA4BF5C2A3A9E0735F11068DAC,349fb7c922fba6da4bf5c2a3a9e0735f11068dac,af4144c1f0236e6b59f40d88635ec54c2ef8034f6a96a83f5dbfd6b8ea2c0d49,0f03ec3487578cef2398b5b732631fec,Trojan.Win64.APPLEJEUS.YEBB-A
6D91CE7B9F38E2316AA9FB50ECECC02EADC4CD70,6d91ce7b9f38e2316aa9fb50ececc02eadc4cd70,755bd7a3765efceb8183ffade090ef2637a85c4505f8078dda116013dd5758f3,549db64ceaebbbdd9068d761cb5c616c,Trojan.Win64.NUKESPED.YEBB-A
BD41CB308913C4964AEF47EDAFD36FAA1F673717,bd41cb308913c4964aef47edafd36faa1f673717,6f45a004ad6bb087f733feb618e115fe88164f6db9562cb9b428372c9add75f0,41587b0dd5104a4ee6484ff8cf47fd21,Trojan.MacOS.APPLEJEUS.YEBB-A
E8F29F1E3F35A4F2C18BE424551E280ED66B1DD7,e8f29f1e3f35a4f2c18be424551e280ed66b1dd7,631ac269925bb72b5ad8f469062309541e1edfec5610a21eecded75a35e65680,da17802bc8d3eca26b7752e93f33034b,Trojan.MacOS.NUKESPED.YXBBS
06D9F835EFD1C05323F6A3ABDF66E6BE334E47C4,06d9f835efd1c05323f6a3abdf66e6be334e47c4,2ab58b7ce583402bf4cbc90bee643ba5f9503461f91574845264d4f7e3ccb390,6588d262529dc372c400bef8478c2eec,Trojan.MacOS.NUKESPED.ZLGL-A
514263ACF79AEB49D87192AE08F6C76854CDDA12,514263acf79aeb49d87192ae08f6c76854cdda12,0967d2f122a797661c90bc4fc00d23b4a29f66129611b4aa76f62d8a15854d36,46b3061fe981d0a5edfd8d55f75adf9f,Trojan.Win64.APPLEJEUS.YEBB-A
1EF0E1CABD344726B663CEC8D9E68F147259DA55,1ef0e1cabd344726b663cec8d9e68f147259da55,01c13f825ec6366ac2b6dd80e5589568fa5c8685cb4d924d1408e3d7c178902f,629b9de3e4b84b4a0aa605a3e9471b31,Trojan.Win64.NUKESPED.YXBB-A
8644DA026F9E8873DD8699BD68C77A25001BE726,8644da026f9e8873dd8699bd68c77a25001be726,e352d6ea4da596abfdf51f617584611fc9321d5a6d1c22aff243aecdef8e7e55,6058368894f25b7bc8dd53d3a82d9146,Backdoor.MacOS.APPLEJEUS.YXBB-A
EC8D7264953B5E9E416B7E8483954D9907278F2F,ec8d7264953b5e9e416b7e8483954d9907278f2f,9bf8e8ac82b8f7c3707eb12e77f94cd0e06a972658610d136993235cbfa53641,48971e0e71300c99bb585d328b08bc88,Backdoor.Win32.APPLEJEUS.ZLGJ
6D13E85CD812E249AB950EC405E84289DE9CFE5E,6d13e85cd812e249ab950ec405e84289de9cfe5e,7ea6391c11077a0f2633104193ec08617eb6321a32ac30c641f1650c35eed0ea,ffc2a7073ba362b295357ac6e782634a,Backdoor.MacOS.APPLEJEUS.YEBBW
74390FBA9445188F2489959CB289E73C6FBE58E4,74390fba9445188f2489959cb289e73c6fbe58e4,4d6078fc1ea6d3cd65c3ceabf65961689c5bc2d81f18c55b859211a60c141806,39cdf04be2ed479e0b4489ff37f95bbe,Backdoor.MacOS.APPLEJEUS.YXBB-A
8EC7F4B39F0843E5EAE3B8AF01578FD8E4432995,8ec7f4b39f0843e5eae3b8af01578fd8e4432995,081d1739422bf050755e6af269a717681274821cea8becb0962d4db61869c5d6,70cf78e117359b17f079c128fcead8c8,Trojan.Win32.APPLEJEUS.YEBB-B
4FCC84583126689D03ACF69B9FCA5632F7D44752,4fcc84583126689d03acf69b9fca5632f7d44752,07c38ca1e0370421f74c949507fc0d21f4cfcb5866a4f9c0751aefa0d6e97542,c4aa6f87124320eadc342d2fe7364896,Backdoor.Win32.APPLEJEUS.ZLGJ
1E8A2F1F751E5A9931BCA5710B4F304798D665DC,1e8a2f1f751e5a9931bca5710b4f304798d665dc,d404c0a634cef0d32029286fde8efccb6dfe1809066bbec7ac32d42c5ce3bc04,48ded52752de9f9b73c6bf9ae81cb429,Trojan.MacOS.APPLEJEUS.YXBB-A
A60ECE7673FA415ABE1FB97AC60E19EE446858B1,a60ece7673fa415abe1fb97ac60e19ee446858b1,c0c2239138b9bc659b5bddd8f49fa3f3074b65df8f3a2f639f7c632d2306af70,4eedb2df53597a15fd48b726d85517f0,Trojan.MacOS.NUKESPED.YXBB-A
B4D43CD2D81D17DEC523915C0FC61B4B29E62C58,b4d43cd2d81d17dec523915c0fc61b4b29e62c58,bdff852398f174e9eef1db1c2d3fefdda25fe0ea90a40a2e06e51b5c0ebd69eb,b054a7382adf6b774b15f52d971f3799,Trojan.Win32.APPLEJEUS.YXBB-A
D4583CBA9034A3068F8106B5013D37D7BDD46F38,d4583cba9034a3068f8106b5013d37d7bdd46f38,a84ed8ce714dff76b48b26414de9f045de561146d7eaa09019cbfbb2586c9765,45eb8f06c5f732e8dde8e9318d8b2392,Trojan.Win32.APPLEJEUS.YEBB-A
0C5E4CEC03D2EEA2B1DD5356FE05DE64A0278CD6,0c5e4cec03d2eea2b1dd5356fe05de64a0278cd6,6ee19085ad5c17f989616d17ef68041910b3d0cbcf7e08cc7d7c1a1cb09e6b69,9e740241ca2acdc79f30ad2c3f50990a,NO_DETECTION
53AA0971EB5D53ED242764EBFC89AD591A5211B2,53aa0971eb5d53ed242764ebfc89ad591a5211b2,5e54bccbd4d93447e79cda0558b0b308a186c2be571c739e5460a3cb6ef665c0,aeee54a81032a6321a39566f96c822f5,Backdoor.MacOS.APPLEJEUS.YXBB-A
2C9A133493DFDDB58DC5EC06B8765CFEE52907D1,2c9a133493dfddb58dc5ec06b8765cfee52907d1,,,Need sample for analysis
74613BF92388A84F96E0F60CFF45A32715DB48EA,74613bf92388a84f96e0f60cff45a32715db48ea,,,Need sample for analysis
59360EB56ABC9DD600D41D946463538508D42420,59360eb56abc9dd600d41d946463538508d42420,,,Need sample for analysis
2B42B7730CF431357069012D79BF6BD1802F0392,2b42b7730cf431357069012d79bf6bd1802f0392,,,Need sample for analysis
FB4AD5D21F0D8C6755EB4ADDBA0AC288BD2574B6,fb4ad5d21f0d8c6755eb4addba0ac288bd2574b6,d4a847fa9c4c7130a852a2e197b205493170a8b44426d9ec481fc4b285a92666,059175be5681a633190cd9631e2975f6,Ransom.Win64.GROUNDE.THGOEBC
AEF1F26E5F640A22BA62DC2A1F9A27FA5C5392B9,aef1f26e5f640a22ba62dc2a1f9a27fa5c5392b9,,,Need sample for analysis
B9500D8A20EA3831F0843CA8636BE11FEF836625,b9500d8a20ea3831f0843ca8636be11fef836625,,,Need sample for analysis
C0853DF9624E7C78CBA2C0B8E829D83AF33C0E55,c0853df9624e7c78cba2c0b8e829d83af33c0e55,,,Need sample for analysis
49DCAF92F2696A90020F871C9D6123A517A6F393,49dcaf92f2696a90020f871c9d6123a517a6f393,,,Need sample for analysis
01B8D9EEE21A269A02D0E8662A3CE2F9384D9169,01b8d9eee21a269a02d0e8662a3ce2f9384d9169,,,Need sample for analysis
65025475C24F4647B6140CBECED6899F8958F1C72EC17EE24816AA35D1A5639E,,65025475c24f4647b6140cbeced6899f8958f1c72ec17ee24816aa35d1a5639e,,Need sample for analysis
F83A0B46B9D424D338342B509D9E12B467D25F400DB62DC57815DB33B1B26FEB,,f83a0b46b9d424d338342b509d9e12b467d25f400db62dc57815db33b1b26feb,,Need sample for analysis
594948597AAE36CD9FCF30DEC7EF1BE70BC70EE618F0E33DD8268C12982DA7C9,,594948597aae36cd9fcf30dec7ef1be70bc70ee618f0e33dd8268c12982da7c9,,Need sample for analysis
829A3A3525FAE23EA0E56A0049B9BA56F9A061315D023940DEFB00661A74B767,,829a3a3525fae23ea0e56a0049b9ba56f9a061315d023940defb00661a74b767,,Need sample for analysis
10E1DBB3C19C6A3B905434CAE98FE0C6D4E68A8D9BCD316175160EFD834A2D23,,10e1dbb3c19c6a3b905434cae98fe0c6d4e68a8d9bcd316175160efd834a2d23,,Need sample for analysis
4AB0BC4C0841CF65F6C78356327337CDEA436E1C1D008E8E0A5F5E400AAED39C,,4ab0bc4c0841cf65f6c78356327337cdea436e1c1d008e8e0a5f5e400aaed39c,,Need sample for analysis
3D5D95B4E51CE5B7597C3F2B8DA50951BD8152493E3EA27F0B8F7AB32596A526,,3d5d95b4e51ce5b7597c3f2b8da50951bd8152493e3ea27f0b8f7ab32596a526,,Need sample for analysis
87D809543079AE5770B6CDC1849E7BE55DEC1A37C3F90EA63A5D5F5A2B3D4C32,,87d809543079ae5770b6cdc1849e7be55dec1a37c3f90ea63a5d5f5a2b3d4c32,,Need sample for analysis
9B5869E4D37894571923607DCE7C23A324AE2F93820384B99AEFE619A7FA3FAD,,9b5869e4d37894571923607dce7c23a324ae2f93820384b99aefe619a7fa3fad,,Need sample for analysis
A544293AD41861129C77AAAEA1620B884982378721BED31C60702B3E3D3C1590,,a544293ad41861129c77aaaea1620b884982378721bed31c60702b3e3d3c1590,,Need sample for analysis
F30AEB1877DDD30C0D2B79C78BFFA7F990DF56D37DD78AB0D5C563DB02B1AB37,,f30aeb1877ddd30c0d2b79c78bffa7f990df56d37dd78ab0d5c563db02b1ab37,,Need sample for analysis
2B807F42E32684768FA5E514EE0674836F3774EC83E73FC0BE0AFDE34F8EE11C,,2b807f42e32684768fa5e514ee0674836f3774ec83e73fc0be0afde34f8ee11c,,Need sample for analysis
655AFDB9FC4AB05875C790C22E505B4EDA3492323631ED3C951B4FE60806770A,,655afdb9fc4ab05875c790c22e505b4eda3492323631ed3c951b4fe60806770a,,Need sample for analysis
F8EF5F403474624E61EF0B83ADC9E15EA6CA47534F7316C4C43DB6F064E21C76,,f8ef5f403474624e61ef0b83adc9e15ea6ca47534f7316c4c43db6f064e21c76,,Need sample for analysis
39E0199D3D501ACC3377AF56C4E79EC4C4F8AAA21AC1A449FE8DA69C4C267DD7,,39e0199d3d501acc3377af56c4e79ec4c4f8aaa21ac1a449fe8da69c4c267dd7,,Need sample for analysis
4D365958397AF1B7C2C62F62D21B35B948C03DD17F730A58B6145CD003A7922C,,4d365958397af1b7c2c62f62d21b35b948c03dd17f730a58b6145cd003a7922c,,Need sample for analysis
7701E4BF5074F0527C0126FFF1DBD0E6368DDB7D0131BAC1FBA72B19511AF127,,7701e4bf5074f0527c0126fff1dbd0e6368ddb7d0131bac1fba72b19511af127,,Need sample for analysis
ACF98F0C2B3823F9213B220FCD79237037D0D3F087A3FAA4F10EA6D147A9F059,,acf98f0c2b3823f9213b220fcd79237037d0d3f087a3faa4f10ea6d147a9f059,,Need sample for analysis
DE05F6F97B475ED6464541665E59252869B5D531C63698A9AD70C3875954C92C,,de05f6f97b475ed6464541665e59252869b5d531c63698a9ad70c3875954c92c,,Need sample for analysis
96A1666152DFE5CC4113B855A059195227F55773D8AD46CC92FE5090010035F1,,96a1666152dfe5cc4113b855a059195227f55773d8ad46cc92fe5090010035f1,,Need sample for analysis
F2503068AA274EB6C73DFD1A31C7E878F84F3FB60F3AE23F001BB143EB6F196F,,f2503068aa274eb6c73dfd1a31c7e878f84f3fb60f3ae23f001bb143eb6f196f,,Need sample for analysis
